id_user,platform,device_os,date_created,type_of_event
67295185,mobile,Android,2022-12-12,first_visit
57669314,mobile,iOS,2022-12-12,first_visit
67988767,mobile,iOS,2022-12-12,first_visit
66510239,mobile,iOS,2022-12-12,first_visit
63306005,mobile,iOS,2022-12-12,first_visit
58506034,mobile,iOS,2022-12-12,first_visit
65819753,mobile,iOS,2022-12-12,first_visit
25769886,mobile,iOS,2022-12-12,first_visit
63303630,mobile,iOS,2022-12-12,first_visit
67988418,mobile,iOS,2022-12-12,first_visit
67864151,mobile,Android,2022-12-12,first_visit
53230446,mobile,Android,2022-12-12,first_visit
34937202,mobile,Android,2022-12-12,first_visit
40999094,mobile,Android,2022-12-12,first_visit
61427654,mobile,Android,2022-12-12,first_visit
61027089,mobile,Android,2022-12-12,first_visit
59013139,mobile,Android,2022-12-12,first_visit
67695388,mobile,Android,2022-12-12,first_visit
43650874,mobile,Android,2022-12-12,first_visit
52291398,mobile,Android,2022-12-12,first_visit
63859286,mobile,Android,2022-12-12,first_visit
67871594,mobile,Android,2022-12-12,first_visit
67930225,mobile,Android,2022-12-12,first_visit
67952245,mobile,Android,2022-12-12,first_visit
65994625,mobile,Android,2022-12-12,first_visit
61689498,mobile,Android,2022-12-12,first_visit
66551731,mobile,Android,2022-12-12,first_visit
58434399,mobile,Android,2022-12-12,first_visit
67988686,mobile,Android,2022-12-12,first_visit
21801227,mobile,Android,2022-12-12,first_visit
67148111,mobile,Android,2022-12-12,first_visit
67966544,mobile,Android,2022-12-12,first_visit
28486517,mobile,Android,2022-12-12,first_visit
67765003,mobile,Android,2022-12-12,first_visit
67988749,mobile,Android,2022-12-12,first_visit
67524370,mobile,Android,2022-12-12,first_visit
67119705,mobile,Android,2022-12-12,first_visit
58853475,mobile,Android,2022-12-12,first_visit
67429007,mobile,Android,2022-12-12,first_visit
59565228,mobile,Android,2022-12-12,first_visit
67572658,mobile,Android,2022-12-12,first_visit
67970740,mobile,Android,2022-12-12,first_visit
67007217,mobile,Android,2022-12-12,first_visit
66828536,mobile,Android,2022-12-12,first_visit
67349168,mobile,Android,2022-12-12,first_visit
67742044,mobile,Android,2022-12-12,first_visit
67924839,mobile,Android,2022-12-12,first_visit
67060034,mobile,Android,2022-12-12,first_visit
62411738,mobile,Android,2022-12-12,first_visit
67041424,mobile,Android,2022-12-12,first_visit
67988426,mobile,Android,2022-12-12,first_visit
65519602,mobile,Android,2022-12-12,first_visit
5442358,mobile,GNU/Linux,2022-12-12,first_visit
67645940,mobile,GNU/Linux,2022-12-12,first_visit
66181408,mobile,Android,2022-12-12,first_visit
66852731,mobile,Android,2022-12-12,first_visit
64920197,mobile,Android,2022-12-12,first_visit
66721455,mobile,Android,2022-12-12,first_visit
40663505,mobile,Android,2022-12-12,first_visit
26262246,mobile,Android,2022-12-12,first_visit
64959494,mobile,Android,2022-12-12,first_visit
67939864,mobile,Android,2022-12-12,first_visit
67134784,mobile,Android,2022-12-12,first_visit
60694653,mobile,Android,2022-12-12,first_visit
63502757,mobile,Android,2022-12-12,first_visit
66977160,mobile,Android,2022-12-12,first_visit
66396069,mobile,Android,2022-12-12,first_visit
65503665,mobile,Android,2022-12-12,first_visit
67988419,mobile,Android,2022-12-12,first_visit
25745692,mobile,iOS,2022-12-12,first_visit
67988262,mobile,iOS,2022-12-12,first_visit
55116611,mobile,iOS,2022-12-12,first_visit
5145699,mobile,iOS,2022-12-12,first_visit
67988614,mobile,iOS,2022-12-12,first_visit
67988421,mobile,iOS,2022-12-12,first_visit
67987406,mobile,iOS,2022-12-12,first_visit
67988688,mobile,iOS,2022-12-12,first_visit
61363665,mobile,iOS,2022-12-12,first_visit
66297837,mobile,iOS,2022-12-12,first_visit
62385147,mobile,iOS,2022-12-12,first_visit
59085564,mobile,iOS,2022-12-12,first_visit
65243775,mobile,Android,2022-12-12,first_visit
67988518,mobile,iOS,2022-12-12,first_visit
67956592,mobile,iOS,2022-12-12,first_visit
67988087,mobile,iOS,2022-12-12,first_visit
20071167,mobile,iOS,2022-12-12,first_visit
66935348,mobile,Android,2022-12-12,first_visit
67934749,mobile,Android,2022-12-12,first_visit
57592502,mobile,Android,2022-12-12,first_visit
67988538,mobile,Android,2022-12-12,first_visit
66552657,mobile,Android,2022-12-12,first_visit
67961227,mobile,Android,2022-12-12,first_visit
66770881,mobile,Android,2022-12-12,first_visit
67961050,mobile,Android,2022-12-12,first_visit
66472955,mobile,Android,2022-12-12,first_visit
62949377,mobile,Android,2022-12-12,first_visit
67938075,mobile,Android,2022-12-12,first_visit
67968043,mobile,Android,2022-12-12,first_visit
67541050,mobile,Android,2022-12-12,first_visit
66031420,mobile,Android,2022-12-12,first_visit
67639617,mobile,Android,2022-12-12,first_visit
66621534,mobile,Android,2022-12-12,first_visit
39449978,mobile,Android,2022-12-12,first_visit
66565773,mobile,Android,2022-12-12,first_visit
67834541,mobile,Android,2022-12-12,first_visit
67985336,mobile,Android,2022-12-12,first_visit
39667444,mobile,Android,2022-12-12,first_visit
67938940,mobile,iOS,2022-12-12,first_visit
67982384,mobile,iOS,2022-12-12,first_visit
67050297,mobile,iOS,2022-12-12,first_visit
67982706,mobile,iOS,2022-12-12,first_visit
67771000,mobile,iOS,2022-12-12,first_visit
66891728,mobile,iOS,2022-12-12,first_visit
65633362,mobile,Android,2022-12-12,first_visit
63513632,mobile,Android,2022-12-12,first_visit
15938660,mobile,Android,2022-12-12,first_visit
56742561,mobile,Android,2022-12-12,first_visit
36657833,mobile,Android,2022-12-12,first_visit
12986337,mobile,Android,2022-12-12,first_visit
66787127,mobile,iOS,2022-12-12,first_visit
53106134,mobile,Android,2022-12-12,first_visit
67986565,mobile,iOS,2022-12-12,first_visit
57656651,mobile,iOS,2022-12-12,first_visit
52721586,mobile,iOS,2022-12-12,first_visit
67826109,mobile,iOS,2022-12-12,first_visit
62394866,mobile,iOS,2022-12-12,first_visit
32173300,mobile,iOS,2022-12-12,first_visit
31723000,mobile,iOS,2022-12-12,first_visit
67969450,mobile,iOS,2022-12-12,first_visit
67971333,mobile,iOS,2022-12-12,first_visit
67891474,mobile,iOS,2022-12-12,first_visit
67730260,mobile,iOS,2022-12-12,first_visit
67473798,mobile,iOS,2022-12-12,first_visit
66689960,mobile,iOS,2022-12-12,first_visit
67870655,mobile,iOS,2022-12-12,first_visit
61761845,mobile,GNU/Linux,2022-12-12,first_visit
67988893,mobile,GNU/Linux,2022-12-12,first_visit
61395171,mobile,GNU/Linux,2022-12-12,first_visit
67693064,mobile,Android,2022-12-12,first_visit
53302300,mobile,Android,2022-12-12,first_visit
59387456,mobile,Android,2022-12-12,first_visit
31872341,mobile,Android,2022-12-12,first_visit
66015838,mobile,Android,2022-12-12,first_visit
66662239,mobile,Android,2022-12-12,first_visit
60810373,mobile,Android,2022-12-12,first_visit
59439304,mobile,Android,2022-12-12,first_visit
21761993,mobile,Android,2022-12-12,first_visit
60611275,mobile,Android,2022-12-12,first_visit
67602136,mobile,Android,2022-12-12,first_visit
66636001,mobile,Android,2022-12-12,first_visit
58663675,mobile,Android,2022-12-12,first_visit
67278602,mobile,Android,2022-12-12,first_visit
66918929,mobile,Android,2022-12-12,first_visit
67040531,mobile,Android,2022-12-12,first_visit
56682536,mobile,Android,2022-12-12,first_visit
65828407,mobile,Android,2022-12-12,first_visit
66074936,mobile,Android,2022-12-12,first_visit
66581049,mobile,Android,2022-12-12,first_visit
67988816,mobile,Android,2022-12-12,first_visit
66398050,mobile,Android,2022-12-12,first_visit
66042471,mobile,Android,2022-12-12,first_visit
61367916,mobile,Android,2022-12-12,first_visit
35609246,mobile,Android,2022-12-12,first_visit
66755506,mobile,Android,2022-12-12,first_visit
67988672,mobile,Android,2022-12-12,first_visit
15806932,mobile,Android,2022-12-12,first_visit
67236580,mobile,Android,2022-12-12,first_visit
52642534,mobile,Android,2022-12-12,first_visit
959729,mobile,Android,2022-12-12,first_visit
67957233,mobile,Android,2022-12-12,first_visit
55366401,mobile,Android,2022-12-12,first_visit
15380231,mobile,Android,2022-12-12,first_visit
55948313,mobile,Android,2022-12-12,first_visit
59562779,mobile,Android,2022-12-12,first_visit
31903517,mobile,Android,2022-12-12,first_visit
67017257,mobile,Android,2022-12-12,first_visit
67877680,mobile,Android,2022-12-12,first_visit
66445366,mobile,Android,2022-12-12,first_visit
67597371,mobile,Android,2022-12-12,first_visit
65790786,mobile,Android,2022-12-12,first_visit
67843149,mobile,Android,2022-12-12,first_visit
67103053,mobile,Android,2022-12-12,first_visit
66349654,mobile,Android,2022-12-12,first_visit
67008864,mobile,Android,2022-12-12,first_visit
67988834,mobile,Android,2022-12-12,first_visit
67498851,mobile,Android,2022-12-12,first_visit
67583596,mobile,Android,2022-12-12,first_visit
5035373,mobile,Android,2022-12-12,first_visit
57396849,mobile,Android,2022-12-12,first_visit
67988852,mobile,Android,2022-12-12,first_visit
35614325,mobile,Android,2022-12-12,first_visit
32048760,mobile,Android,2022-12-12,first_visit
50626170,mobile,Android,2022-12-12,first_visit
67919739,mobile,Android,2022-12-12,first_visit
66772092,mobile,Android,2022-12-12,first_visit
67692158,mobile,Android,2022-12-12,first_visit
24094850,mobile,Android,2022-12-12,first_visit
67942532,mobile,Android,2022-12-12,first_visit
65941127,mobile,Android,2022-12-12,first_visit
50124424,mobile,Android,2022-12-12,first_visit
67988619,mobile,Android,2022-12-12,first_visit
38078354,mobile,Android,2022-12-12,first_visit
67988883,mobile,Android,2022-12-12,first_visit
65411233,mobile,Android,2022-12-12,first_visit
64571814,mobile,Android,2022-12-12,first_visit
67855299,mobile,Android,2022-12-12,first_visit
34817477,mobile,Android,2022-12-12,first_visit
67876294,mobile,Android,2022-12-12,first_visit
67613385,mobile,Android,2022-12-12,first_visit
39172556,mobile,Android,2022-12-12,first_visit
67988444,mobile,Android,2022-12-12,first_visit
60281057,mobile,Android,2022-12-12,first_visit
64917731,mobile,Android,2022-12-12,first_visit
67988456,mobile,Android,2022-12-12,first_visit
67504874,mobile,Android,2022-12-12,first_visit
21175019,mobile,Android,2022-12-12,first_visit
60069115,mobile,Android,2022-12-12,first_visit
61794811,mobile,Android,2022-12-12,first_visit
40977261,mobile,Android,2022-12-12,first_visit
30749605,mobile,Android,2022-12-12,first_visit
47322040,mobile,Android,2022-12-12,first_visit
67985906,mobile,Android,2022-12-12,first_visit
42052360,mobile,Android,2022-12-12,first_visit
60071954,mobile,Android,2022-12-12,first_visit
66335514,mobile,Android,2022-12-12,first_visit
22127257,mobile,Android,2022-12-12,first_visit
40276122,mobile,Android,2022-12-12,first_visit
21670621,mobile,Android,2022-12-12,first_visit
22238177,mobile,Android,2022-12-12,first_visit
67494026,mobile,Android,2022-12-12,first_visit
67802777,mobile,Android,2022-12-12,first_visit
67987718,mobile,Android,2022-12-12,first_visit
64216616,mobile,Android,2022-12-12,first_visit
67019100,mobile,Android,2022-12-12,first_visit
67368309,mobile,Android,2022-12-12,first_visit
49094550,mobile,Android,2022-12-12,first_visit
67692453,mobile,Android,2022-12-12,first_visit
67985329,mobile,Android,2022-12-12,first_visit
65027544,mobile,Android,2022-12-12,first_visit
67621093,mobile,Android,2022-12-12,first_visit
63795491,mobile,Android,2022-12-12,first_visit
60874824,mobile,Android,2022-12-12,first_visit
60017246,mobile,Android,2022-12-12,first_visit
60073624,mobile,Android,2022-12-12,first_visit
63559958,mobile,Android,2022-12-12,first_visit
66922813,mobile,Android,2022-12-12,first_visit
67624261,mobile,Android,2022-12-12,first_visit
66148717,mobile,Android,2022-12-12,first_visit
67893400,mobile,Android,2022-12-12,first_visit
59581606,mobile,Android,2022-12-12,first_visit
67913900,mobile,Android,2022-12-12,first_visit
53873584,mobile,Android,2022-12-12,first_visit
67517392,mobile,Android,2022-12-12,first_visit
67461330,mobile,Android,2022-12-12,first_visit
67861981,mobile,Android,2022-12-12,first_visit
60371696,mobile,Android,2022-12-12,first_visit
62385394,mobile,Android,2022-12-12,first_visit
67747065,mobile,Android,2022-12-12,first_visit
65522960,mobile,Android,2022-12-12,first_visit
67932436,mobile,Android,2022-12-12,first_visit
65620501,mobile,Android,2022-12-12,first_visit
67854102,mobile,Android,2022-12-12,first_visit
67863067,mobile,Android,2022-12-12,first_visit
66631451,mobile,Android,2022-12-12,first_visit
65585692,mobile,Android,2022-12-12,first_visit
66194718,mobile,Android,2022-12-12,first_visit
67031842,mobile,Android,2022-12-12,first_visit
67938853,mobile,Android,2022-12-12,first_visit
65826354,mobile,Android,2022-12-12,first_visit
41660210,mobile,Android,2022-12-12,first_visit
60161331,mobile,Android,2022-12-12,first_visit
67862582,mobile,Android,2022-12-12,first_visit
66096186,mobile,Android,2022-12-12,first_visit
67910718,mobile,Android,2022-12-12,first_visit
67759172,mobile,Android,2022-12-12,first_visit
67774027,mobile,Android,2022-12-12,first_visit
67425366,mobile,Android,2022-12-12,first_visit
66612318,mobile,Android,2022-12-12,first_visit
67500639,mobile,Android,2022-12-12,first_visit
67810400,mobile,Android,2022-12-12,first_visit
67967330,mobile,Android,2022-12-12,first_visit
53371772,mobile,Android,2022-12-12,first_visit
64643197,mobile,Android,2022-12-12,first_visit
56640135,mobile,Android,2022-12-12,first_visit
67578250,mobile,Android,2022-12-12,first_visit
65309067,mobile,Android,2022-12-12,first_visit
16236173,mobile,Android,2022-12-12,first_visit
66018194,mobile,Android,2022-12-12,first_visit
67965078,mobile,Android,2022-12-12,first_visit
67127448,mobile,Android,2022-12-12,first_visit
66528413,mobile,Android,2022-12-12,first_visit
57194401,mobile,Android,2022-12-12,first_visit
67749025,mobile,Android,2022-12-12,first_visit
27550883,mobile,Android,2022-12-12,first_visit
66163876,mobile,Android,2022-12-12,first_visit
66662828,mobile,Android,2022-12-12,first_visit
66989235,mobile,Android,2022-12-12,first_visit
66026421,mobile,Android,2022-12-12,first_visit
67843256,mobile,Android,2022-12-12,first_visit
67774140,mobile,Android,2022-12-12,first_visit
66479548,mobile,Android,2022-12-12,first_visit
67954880,mobile,Android,2022-12-12,first_visit
66482372,mobile,Android,2022-12-12,first_visit
67780549,mobile,Android,2022-12-12,first_visit
