userId,device,OS,Step number
67988735,UnknownPhone,Android,1
67988735,UnknownPhone,Android,1
67988733,iPhone,iOS,1
67988733,iPhone,iOS,1
67988732,iPhone,iOS,1
67988732,iPhone,iOS,1
67988732,iPhone,iOS,1
67988732,iPhone,iOS,1
67988730,iPhone,iOS,1
67988730,iPhone,iOS,1
67988729,UnknownPhone,Android,1
67988729,UnknownPhone,Android,1
67988729,UnknownPhone,Android,1
67988729,UnknownPhone,Android,1
67988728,UnknownPhone,Android,1
67988728,UnknownPhone,Android,1
67988728,iPhone,iOS,1
67988727,UnknownPhone,Android,1
67988727,UnknownPhone,Android,1
67988727,UnknownPhone,Android,1
67988727,UnknownPhone,Android,1
67988726,UnknownPhone,Android,1
67988726,iPhone,iOS,1
67988726,UnknownPhone,Android,1
67988726,iPhone,iOS,1
67988725,desktop,Windows,1
67988725,iPhone,iOS,1
67988725,UnknownPhone,Android,1
67988725,UnknownPhone,Android,1
67988725,iPhone,iOS,1
67988725,UnknownPhone,Android,1
67988725,UnknownPhone,Android,1
67988723,desktop,Linux,1
67988723,UnknownPhone,Android,1
67988722,iPhone,iOS,1
67988722,UnknownPhone,Android,1
67988722,Samsung,Android,1
67988722,Samsung,Android,1
67988722,desktop,Windows,1
67988722,UnknownPhone,Android,1
67988720,iPhone,iOS,1
67988720,iPhone,iOS,1
67988720,iPhone,iOS,1
67988720,iPhone,iOS,1
67988709,UnknownPhone,Android,1
67988709,UnknownPhone,Android,1
67988708,iPhone,iOS,1
67988708,iPhone,iOS,1
67988707,iPhone,iOS,1
67988707,iPhone,iOS,1
67988706,UnknownPhone,Android,1
67988706,UnknownPhone,Android,1
67988705,desktop,Windows,1
67988705,iPhone,iOS,1
67988703,desktop,Linux,1
67988702,iPhone,iOS,1
67988702,iPhone,iOS,1
67988702,iPhone,iOS,1
67988700,UnknownPhone,Android,1
67988700,UnknownPhone,Android,1
67988699,UnknownPhone,Android,1
67988699,UnknownPhone,Android,1
67988698,UnknownPhone,Android,1
67988698,UnknownPhone,Android,1
67988697,UnknownPhone,Android,1
67988697,UnknownPhone,Android,1
67988696,UnknownPhone,Android,1
67988696,UnknownPhone,Android,1
67988695,UnknownPhone,Android,1
67988693,UnknownPhone,Android,1
67988693,UnknownPhone,Android,1
67988692,UnknownPhone,Android,1
67988692,UnknownPhone,Android,1
67988692,desktop,Windows,1
67988690,HTC,Android,1
67988690,Pixel,Android,1
67988689,iPhone,iOS,1
67988688,iPhone,iOS,1
67988688,iPhone,iOS,1
67988687,UnknownPhone,Android,1
67988687,UnknownPhone,Android,1
67988686,Samsung,Android,1
67988686,Samsung,Android,1
67988685,UnknownPhone,Android,1
67988685,UnknownPhone,Android,1
67988685,UnknownPhone,Android,1
67988685,UnknownPhone,Android,1
67988683,UnknownPhone,Android,1
67988683,UnknownPhone,Android,1
67988682,iPhone,iOS,1
67988682,iPhone,iOS,1
67988682,UnknownPhone,Android,1
67988682,UnknownPhone,Android,1
67988680,UnknownPhone,Android,1
67988680,UnknownPhone,Android,1
67988679,desktop,Windows,1
67988678,UnknownPhone,Android,1
67988678,UnknownPhone,Android,1
67988677,iPhone,iOS,1
67988677,iPhone,iOS,1
67988676,desktop,Chrome OS,1
67988675,UnknownPhone,Android,1
67988675,UnknownPhone,Android,1
67988675,UnknownPhone,Android,1
67988675,UnknownPhone,Android,1
67988673,desktop,OS X,1
67988672,UnknownPhone,Android,1
67988672,Samsung,Android,1
67988672,Samsung,Android,1
67988672,UnknownPhone,Android,1
67988670,UnknownPhone,Android,1
67988670,UnknownPhone,Android,1
67988669,UnknownPhone,Android,1
67988669,UnknownPhone,Android,1
67988668,UnknownPhone,Android,1
67988668,UnknownPhone,Android,1
67988667,iPhone,iOS,1
67988667,iPhone,iOS,1
67988666,UnknownPhone,Android,1
67988666,UnknownPhone,Android,1
67988665,UnknownPhone,Android,1
67988665,UnknownPhone,Android,1
67988665,UnknownPhone,Android,1
67988665,UnknownPhone,Android,1
67988663,iPhone,iOS,1
67988663,iPhone,iOS,1
67988662,UnknownPhone,Android,1
67988662,UnknownPhone,Android,1
67988662,UnknownPhone,Android,1
67988662,UnknownPhone,Android,1
67988660,UnknownPhone,Android,1
67988660,UnknownPhone,Android,1
67988659,iPhone,iOS,1
67988659,iPhone,iOS,1
67988659,desktop,Windows Server 2008 R2 / 7,1
67988658,UnknownPhone,Android,1
67988658,UnknownPhone,Android,1
67988658,UnknownPhone,Android,1
67988658,UnknownPhone,Android,1
67988657,desktop,Windows,1
67988657,iPhone,iOS,1
67988657,iPhone,iOS,1
67988656,desktop,Windows,1
67988656,UnknownPhone,Android,1
67988656,UnknownPhone,Android,1
67988655,Samsung,Android,1
67988655,desktop,Windows,1
67988655,UnknownPhone,Android,1
67988655,iPhone,iOS,1
67988655,UnknownPhone,Android,1
67988653,UnknownPhone,Android,1
67988653,UnknownPhone,Android,1
67988653,UnknownPhone,Android,1
67988652,iPhone,iOS,1
67988652,UnknownPhone,Android,1
67988652,desktop,Windows,1
67988652,iPhone,iOS,1
67988652,UnknownPhone,Android,1
67988652,iPhone,iOS,1
67988650,iPhone,iOS,1
67988650,iPhone,iOS,1
67988650,iPhone,iOS,1
67988639,Samsung,Android,1
67988638,UnknownPhone,Android,1
67988638,UnknownPhone,Android,1
67988637,UnknownPhone,Android,1
67988637,UnknownPhone,Android,1
67988636,UnknownPhone,Android,1
67988636,UnknownPhone,Android,1
67988635,iPhone,iOS,1
67988635,UnknownPhone,Android,1
67988633,desktop,OS X,1
67988632,iPhone,iOS,1
67988632,iPhone,iOS,1
67988632,iPhone,iOS,1
67988630,UnknownTablet,Android,1
67988629,Samsung,Android,1
67988629,iPhone,iOS,1
67988629,Samsung,Android,1
67988628,iPhone,iOS,1
67988628,UnknownPhone,Android,1
67988628,iPhone,iOS,1
67988627,iPhone,iOS,1
67988627,iPhone,iOS,1
67988626,Motorola,Android,1
67988626,Motorola,Android,1
67988625,iPhone,iOS,1
67988625,iPhone,iOS,1
67988625,iPhone,iOS,1
67988625,desktop,Windows,1
67988625,iPhone,iOS,1
67988623,iPhone,iOS,1
67988623,Motorola,Android,1
67988622,iPhone,iOS,1
67988622,UnknownPhone,Android,1
67988622,HTC,Android,1
67988622,Pixel,Android,1
67988622,iPhone,iOS,1
67988622,UnknownPhone,Android,1
67988620,UnknownPhone,Android,1
67988620,Samsung,Android,1
67988620,UnknownPhone,Android,1
67988620,Samsung,Android,1
67988609,UnknownPhone,Android,1
67988609,UnknownPhone,Android,1
67988607,UnknownPhone,Android,1
67988607,UnknownPhone,Android,1
67988606,UnknownPhone,Android,1
67988606,UnknownPhone,Android,1
67988605,Motorola,Android,1
67988605,desktop,Windows,1
67988603,UnknownPhone,Android,1
67988602,UnknownPhone,Android,1
67988602,UnknownPhone,Android,1
67988600,UnknownPhone,Android,1
67988599,UnknownPhone,Android,1
67988599,desktop,Chrome OS,1
67988599,UnknownPhone,Android,1
67988598,Samsung,Android,1
67988598,Samsung,Android,1
67988598,iPhone,iOS,1
67988597,Samsung,Android,1
67988597,UnknownPhone,Android,1
67988597,Samsung,Android,1
67988597,UnknownPhone,Android,1
67988596,HTC,Android,1
67988596,desktop,Linux,1
67988596,UnknownPhone,Android,1
67988596,UnknownPhone,Android,1
67988596,HTC,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988595,UnknownPhone,Android,1
67988593,UnknownPhone,Android,1
67988593,desktop,Windows,1
67988593,UnknownPhone,Android,1
67988592,iPhone,iOS,1
67988592,iPhone,iOS,1
67988592,UnknownPhone,Android,1
67988592,UnknownPhone,Android,1
67988592,UnknownPhone,Android,1
67988592,iPhone,iOS,1
67988592,UnknownPhone,Android,1
67988590,iPhone,iOS,1
67988590,UnknownPhone,Android,1
67988590,UnknownPhone,Android,1
67988589,UnknownPhone,Android,1
67988589,UnknownPhone,Android,1
67988588,UnknownPhone,Android,1
67988588,UnknownPhone,Android,1
67988588,iPhone,iOS,1
67988587,Alcatel,Android,1
67988587,Alcatel,Android,1
67988586,UnknownPhone,Android,1
67988586,UnknownPhone,Android,1
67988586,Samsung,Android,1
67988585,UnknownPhone,Android,1
67988585,iPhone,iOS,1
67988585,UnknownPhone,Android,1
67988585,iPhone,iOS,1
67988583,UnknownPhone,Android,1
67988583,iPhone,iOS,1
67988583,UnknownPhone,Android,1
67988582,UnknownPhone,Android,1
67988582,UnknownPhone,Android,1
67988582,UnknownPhone,Android,1
67988582,desktop,Windows Server 2008 R2 / 7,1
67988582,UnknownPhone,Android,1
67988582,UnknownPhone,Android,1
67988580,UnknownPhone,Android,1
67988580,UnknownPhone,Android,1
67988580,UnknownPhone,Android,1
67988579,iPhone,iOS,1
67988579,UnknownPhone,Android,1
67988579,iPhone,iOS,1
67988578,UnknownPhone,Android,1
67988578,UnknownPhone,Android,1
67988577,UnknownPhone,Android,1
67988577,desktop,Windows,1
67988576,UnknownPhone,Android,1
67988576,UnknownPhone,Android,1
67988576,UnknownPhone,Android,1
67988575,iPhone,iOS,1
67988575,iPhone,iOS,1
67988575,iPhone,iOS,1
67988575,UnknownPhone,Android,1
67988575,UnknownPhone,Android,1
67988575,desktop,OS X,1
67988575,iPhone,iOS,1
67988573,UnknownPhone,Android,1
67988573,desktop,Windows,1
67988573,UnknownPhone,Android,1
67988572,UnknownPhone,Android,1
67988572,iPhone,iOS,1
67988572,iPhone,iOS,1
67988572,UnknownPhone,Android,1
67988572,iPhone,iOS,1
67988572,iPhone,iOS,1
67988570,UnknownPhone,Android,1
67988570,UnknownPhone,Android,1
67988570,UnknownPhone,Android,1
67988570,UnknownPhone,Android,1
67988569,Samsung,Android,1
67988569,iPhone,iOS,1
67988569,iPhone,iOS,1
67988569,Samsung,Android,1
67988568,UnknownPhone,Android,1
67988568,desktop,Windows,1
67988567,iPad,iOS,1
67988567,iPhone,iOS,1
67988567,iPhone,iOS,1
67988566,iPhone,iOS,1
67988566,desktop,Windows,1
67988565,iPhone,iOS,1
67988565,iPhone,iOS,1
67988565,iPhone,iOS,1
67988563,iPhone,iOS,1
67988563,UnknownPhone,Android,1
67988563,iPhone,iOS,1
67988563,UnknownPhone,Android,1
67988562,desktop,Windows,1
67988562,UnknownPhone,Android,1
67988562,UnknownPhone,Android,1
67988562,iPhone,iOS,1
67988562,iPhone,iOS,1
67988562,iPhone,iOS,1
67988560,UnknownPhone,Android,1
67988560,UnknownPhone,Android,1
67988560,UnknownPhone,Android,1
67988560,UnknownPhone,Android,1
67988559,iPhone,iOS,1
67988559,iPhone,iOS,1
67988559,iPhone,iOS,1
67988559,UnknownPhone,Android,1
67988559,Kindle,Android,1
67988559,iPhone,iOS,1
67988559,UnknownPhone,Android,1
67988558,UnknownPhone,Android,1
67988558,iPhone,iOS,1
67988558,iPhone,iOS,1
67988558,iPhone,iOS,1
67988558,UnknownPhone,Android,1
67988558,iPhone,iOS,1
67988557,UnknownPhone,Android,1
67988557,UnknownPhone,Android,1
67988557,UnknownPhone,Android,1
67988557,UnknownPhone,Android,1
67988557,desktop,Windows,1
67988556,UnknownPhone,Android,1
67988556,Samsung,Android,1
67988556,UnknownPhone,Android,1
67988556,iPhone,iOS,1
67988556,UnknownPhone,Android,1
67988556,Samsung,Android,1
67988556,UnknownPhone,Android,1
67988555,desktop,Windows,1
67988555,UnknownPhone,Android,1
67988555,UnknownPhone,Android,1
67988555,UnknownPhone,Android,1
67988555,Samsung,Android,1
67988555,UnknownPhone,Android,1
67988555,UnknownPhone,Android,1
67988555,UnknownPhone,Android,1
67988555,Samsung,Android,1
67988555,Samsung,Android,1
67988555,desktop,Windows Server 2008 R2 / 7,1
67988555,UnknownPhone,Android,1
67988555,Samsung,Android,1
67988555,UnknownPhone,Android,1
67988553,Motorola,Android,1
67988553,Motorola,Android,1
67988553,UnknownPhone,Android,1
67988553,UnknownPhone,Android,1
67988553,UnknownPhone,Android,1
67988553,Samsung,Android,1
67988553,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,GenericPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,GenericPhone,Android,1
67988552,iPhone,iOS,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,UnknownPhone,Android,1
67988552,iPhone,iOS,1
67988550,UnknownPhone,Android,1
67988550,iPhone,iOS,1
67988550,iPhone,iOS,1
67988550,UnknownPhone,Android,1
67988550,iPhone,iOS,1
67988550,UnknownPhone,Android,1
67988550,iPhone,iOS,1
67988539,UnknownPhone,Android,1
67988539,iPhone,iOS,1
67988538,Samsung,Android,1
67988538,UnknownPhone,Android,1
67988538,UnknownPhone,Android,1
67988537,UnknownPhone,Android,1
67988537,UnknownPhone,Android,1
67988537,iPhone,iOS,1
67988536,UnknownPhone,Android,1
67988536,UnknownPhone,Android,1
67988535,UnknownPhone,Android,1
67988535,UnknownPhone,Android,1
67988535,desktop,Chrome OS,1
67988535,UnknownPhone,Android,1
67988535,UnknownPhone,Android,1
67988535,UnknownPhone,Android,1
67988533,UnknownPhone,Android,1
67988533,UnknownPhone,Android,1
67988533,UnknownPhone,Android,1
67988533,UnknownPhone,Android,1
67988532,iPhone,iOS,1
67988532,iPhone,iOS,1
67988532,iPhone,iOS,1
67988532,iPhone,iOS,1
67988532,desktop,Windows,1
67988532,iPhone,iOS,1
67988532,iPhone,iOS,1
67988530,iPhone,iOS,1
67988530,Samsung,Android,1
67988530,iPhone,iOS,1
67988530,Samsung,Android,1
67988529,Samsung,Android,1
67988529,desktop,Windows,1
67988529,Samsung,Android,1
67988529,desktop,OS X,1
67988529,desktop,Windows,1
67988528,UnknownPhone,Android,1
67988528,iPhone,iOS,1
67988528,desktop,Windows,1
67988528,iPhone,iOS,1
67988528,UnknownPhone,Android,1
67988528,iPhone,iOS,1
67988527,desktop,Windows,1
67988527,UnknownPhone,Android,1
67988527,desktop,Chrome OS,1
67988527,UnknownPhone,Android,1
67988527,UnknownPhone,Android,1
67988526,Samsung,Android,1
67988526,Motorola,Android,1
67988526,UnknownPhone,Android,1
67988526,Samsung,Android,1
67988526,Samsung,Android,1
67988526,UnknownPhone,Android,1
67988526,Motorola,Android,1
67988525,iPhone,iOS,1
67988525,UnknownPhone,Android,1
67988525,UnknownPhone,Android,1
67988525,iPhone,iOS,1
67988525,iPhone,iOS,1
67988525,UnknownPhone,Android,1
67988525,Samsung,Android,1
67988525,UnknownPhone,Android,1
67988525,UnknownPhone,Android,1
67988525,Samsung,Android,1
67988525,iPhone,iOS,1
67988525,iPhone,iOS,1
67988525,UnknownPhone,Android,1
67988525,UnknownPhone,Android,1
67988525,UnknownPhone,Android,1
67988523,iPhone,iOS,1
67988523,iPhone,iOS,1
67988523,desktop,Windows,1
67988523,UnknownPhone,Android,1
67988523,UnknownPhone,Android,1
67988523,UnknownPhone,Android,1
67988522,iPhone,iOS,1
67988522,UnknownTablet,Android,1
67988522,desktop,Linux,1
67988522,desktop,Windows,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988522,iPhone,iOS,1
67988520,iPhone,iOS,1
67988520,Samsung,Android,1
67988520,desktop,OS X,1
67988520,iPhone,iOS,1
67988509,UnknownPhone,Android,1
67988509,iPhone,iOS,1
67988509,iPhone,iOS,1
67988509,UnknownPhone,Android,1
67988508,UnknownPhone,Android,1
67988508,UnknownPhone,Android,1
67988507,iPhone,iOS,1
67988507,iPhone,iOS,1
67988506,iPhone,iOS,1
67988506,iPhone,iOS,1
67988505,UnknownPhone,Android,1
67988505,iPhone,iOS,1
67988505,UnknownPhone,Android,1
67988505,UnknownPhone,Android,1
67988505,UnknownPhone,Android,1
67988503,desktop,Chrome OS aarch64,1
67988503,UnknownPhone,Android,1
67988502,UnknownPhone,Android,1
67988502,UnknownPhone,Android,1
67988502,iPhone,iOS,1
67988502,UnknownPhone,Android,1
67988502,iPhone,iOS,1
67988500,UnknownPhone,Android,1
67988500,UnknownPhone,Android,1
67988399,UnknownPhone,Android,1
67988397,iPhone,iOS,1
67988396,UnknownPhone,Android,1
67988395,UnknownPhone,Android,1
67988395,iPhone,iOS,1
67988392,iPhone,iOS,1
67988392,UnknownPhone,Android,1
67988390,iPhone,iOS,1
67988388,UnknownPhone,Android,1
67988388,Samsung,Android,1
67988387,iPhone,iOS,1
67988386,Xiaomi,Android,1
67988383,Motorola,Android,1
67988382,Samsung,Android,1
